constituency_name,year,source,religion,population,percent
Byadgi,2011,Census 2011 (Proxy Matched),Christian,375.0,0.14812251746660726
Byatarayanapura,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Byndoor,2011,Census 2011 (Proxy Matched),Christian,8756.800000000001,3.3809235803860256
C.V. Raman Nagar (SC),2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Challakere (ST),2011,Census 2011 (Proxy Matched),Christian,422.45,0.10173796231228026
Chamarajanagar,2011,Census 2011 (Proxy Matched),Christian,1922.8000000000002,0.9770848996224136
Chamrajpet,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Chamundeshwari,2011,Census 2011 (Proxy Matched),Christian,10714.55,2.3883417279882164
Channagiri,2011,Census 2011 (Proxy Matched),Christian,288.0,0.09526424250042174
Channapatna,2011,Census 2011 (Proxy Matched),Christian,877.0,0.3356244068211738
Channarayapatna,2011,Census 2011 (Proxy Matched),Christian,1395.0,0.49857397122209596
Chickpet,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Chikkaballapur,2011,Census 2011 (Proxy Matched),Christian,1931.0,0.9085519629615688
Chikkodi-Sadalga,2011,Census 2011 (Proxy Matched),Christian,549.9499999999999,0.1028944020356234
Chikmagalur,2011,Census 2011 (Proxy Matched),Christian,3236.2,2.61626966931619
Chiknayakanhalli,2011,Census 2011 (Proxy Matched),Christian,139.0,0.06552585678593316
Chincholi (SC),2011,Census 2011 (Proxy Matched),Christian,508.0,0.19977427080424873
Chintamani,2011,Census 2011 (Proxy Matched),Christian,907.0,0.3042909383701815
Chittapur (SC),2011,Census 2011 (Proxy Matched),Christian,5816.0,0.7194671786396429
Dasarahalli,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Davanagere North,2011,Census 2011 (Proxy Matched),Christian,1986.0500000000002,0.5294884446588531
Davanagere South,2011,Census 2011 (Proxy Matched),Christian,1624.95,0.5294884446588531
Devadurga (ST),2011,Census 2011 (Proxy Matched),Christian,381.0,0.13577756712258468
Devanahalli (SC),2011,Census 2011 (Proxy Matched),Christian,1010.0,0.48181965633378177
Devar Hippargi,2011,Census 2011 (Proxy Matched),Christian,320.0,0.08087445504517596
Dharwad,2011,Census 2011 (Proxy Matched),Christian,791.0,0.45201265635437793
Doddaballapur,2011,Census 2011 (Proxy Matched),Christian,794.95,0.4082191232134155
Gadag,2011,Census 2011 (Proxy Matched),Christian,1959.9999999999998,0.7624068093819604
Gandhi Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Gangawati,2011,Census 2011 (Proxy Matched),Christian,2290.25,0.5212529644448692
Gauribidanur,2011,Census 2011 (Proxy Matched),Christian,806.4,0.3958776490640861
Gokak,2011,Census 2011 (Proxy Matched),Christian,702.0,0.19112556622990937
Govindraj Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Gubbi,2011,Census 2011 (Proxy Matched),Christian,277.0,0.10551657410158542
Gulbarga Dakshin,2011,Census 2011 (Proxy Matched),Christian,1202.9499999999998,0.41418121783979844
Gulbarga Rural (SC),2011,Census 2011 (Proxy Matched),Christian,1374.8000000000002,0.41418121783979855
Gulbarga Uttar,2011,Census 2011 (Proxy Matched),Christian,859.25,0.41418121783979855
Gundlupet,2011,Census 2011 (Proxy Matched),Christian,2065.2,0.5377011090541008
Gurmitkal,2011,Census 2011 (Proxy Matched),Christian,7287.0,1.8292545166545753
Hadagalli (SC),2011,Census 2011 (Proxy Matched),Christian,193.0,0.09886332785230946
Hagaribommanahalli (SC),2011,Census 2011 (Proxy Matched),Christian,174.0,0.09243617123003857
Haliyal,2011,Census 2011 (Proxy Matched),Christian,2620.8,3.3781009911442146
Hangal,2011,Census 2011 (Proxy Matched),Christian,216.0,0.08293179244015281
Harapanahalli,2011,Census 2011 (Proxy Matched),Christian,202.79999999999998,0.05165511600878137
Harihar,2011,Census 2011 (Proxy Matched),Christian,2371.2,0.3294513409733848
Hassan,2011,Census 2011 (Proxy Matched),Christian,3228.6,1.3582690084459546
Haveri (SC),2011,Census 2011 (Proxy Matched),Christian,222.0,0.13197223589502147
Hebbal,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Hirekerur,2011,Census 2011 (Proxy Matched),Christian,316.0,0.13672846851134718
Holenarasipur,2011,Census 2011 (Proxy Matched),Christian,2468.4,0.7246074749290627
Homnabad,2011,Census 2011 (Proxy Matched),Christian,4998.0,1.5037820208086365
Honnali,2011,Census 2011 (Proxy Matched),Christian,160.0,0.06860886941159318
Hosakote,2011,Census 2011 (Proxy Matched),Christian,1992.0,0.7355493357162375
Hubli-Dharwad Central,2011,Census 2011 (Proxy Matched),Christian,0.0,0.0
Hubli-dharwad-East (SC),2011,Census 2011 (Proxy Matched),Christian,339.0,0.45201265635437793
Hubli-dharwad-West,2011,Census 2011 (Proxy Matched),Christian,46.199999999999996,0.07972555083107848
Hukkeri,2011,Census 2011 (Proxy Matched),Christian,289.79999999999995,0.10368923284995114
Hungund,2011,Census 2011 (Proxy Matched),Christian,410.0,0.12759150800714514
Hunsur,2011,Census 2011 (Proxy Matched),Christian,1627.6000000000001,0.8849213501411846
Indi,2011,Census 2011 (Proxy Matched),Christian,298.0,0.0707554449638981
Jagalur (ST),2011,Census 2011 (Proxy Matched),Christian,74.0,0.04306782600598293
Jamkhandi,2011,Census 2011 (Proxy Matched),Christian,296.0,0.06295514871027019
Jayanagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Jevargi,2011,Census 2011 (Proxy Matched),Christian,422.0,0.07106698147206326
K.r.pura,2011,Census 2011 (Proxy Matched),Christian,1855.0,2.175825464782124
Kadur,2011,Census 2011 (Proxy Matched),Christian,2017.6,0.43378267479392846
Kagwad,2011,Census 2011 (Proxy Matched),Christian,301.05,0.0485445503682968
Kalaburagi Dakshin,2011,Census 2011 (Proxy Matched),Christian,1134.21,0.41418121783979844
Kalaburagi Rural (SC),2011,Census 2011 (Proxy Matched),Christian,1168.5800000000002,0.41418121783979855
Kalaburagi Uttar,2011,Census 2011 (Proxy Matched),Christian,1134.21,0.41418121783979844
Kalghatgi,2011,Census 2011 (Proxy Matched),Christian,943.0,0.6097284994730342
Kampli (ST),2011,Census 2011 (Proxy Matched),Christian,6868.0,0.7465363452763206
Kanakagiri (SC),2011,Census 2011 (Proxy Matched),Christian,2791.2,0.5118250435597733
Kanakapura,2011,Census 2011 (Proxy Matched),Christian,3401.0,0.9692855331070431
Kapu,2011,Census 2011 (Proxy Matched),Christian,17441.55,6.886828157121813
Karkal,2011,Census 2011 (Proxy Matched),Christian,13607.0,6.29688418305251
Karwar,2011,Census 2011 (Proxy Matched),Christian,7269.0,4.683241738771881
Khanapur,2011,Census 2011 (Proxy Matched),Christian,4684.0,1.8148778134674475
Kittur,2011,Census 2011 (Proxy Matched),Christian,0.0,0.0
Kolar,2011,Census 2011 (Proxy Matched),Christian,9972.5,1.9131542133708423
Kolar gold field (SC),2011,Census 2011 (Proxy Matched),Christian,3542.0,0.9190213019900884
Kollegal (SC),2011,Census 2011 (Proxy Matched),Christian,18125.0,5.064928895384417
Koppal,2011,Census 2011 (Proxy Matched),Christian,1440.75,0.3617139327964008
Koratagere (SC),2011,Census 2011 (Proxy Matched),Christian,85.0,0.05071871401208896
Krishnaraja,2011,Census 2011 (Proxy Matched),Christian,7653.25,2.3883417279882164
Krishnarajanagara,2011,Census 2011 (Proxy Matched),Christian,1639.4,0.46614379742847517
Krishnarajpet,2011,Census 2011 (Proxy Matched),Christian,334.0,0.12822530799027942
Kudachi (SC),2011,Census 2011 (Proxy Matched),Christian,0.0,0.0
Kudligi (ST),2011,Census 2011 (Proxy Matched),Christian,480.0,0.07769479541989181
Kumta,2011,Census 2011 (Proxy Matched),Christian,3703.0,2.400181488203267
Kundapura,2011,Census 2011 (Proxy Matched),Christian,18187.2,3.3809235803860256
Kundgol,2011,Census 2011 (Proxy Matched),Christian,85.8,0.07972555083107848
Kunigal,2011,Census 2011 (Proxy Matched),Christian,546.0,0.24182511526554257
Kushtagi,2011,Census 2011 (Proxy Matched),Christian,177.79999999999998,0.08918789853647574
Lingsugur (SC),2011,Census 2011 (Proxy Matched),Christian,1897.0,0.4918343060262018
Maddur,2011,Census 2011 (Proxy Matched),Christian,1098.0,0.3716591296812803
Madhugiri,2011,Census 2011 (Proxy Matched),Christian,152.0,0.05674479030560056
Madikeri,2011,Census 2011 (Proxy Matched),Christian,8708.85,2.905993059065018
Magadi,2011,Census 2011 (Proxy Matched),Christian,638.0,0.3129890453834116
Mahadevapura (SC),2011,Census 2011 (Proxy Matched),Christian,4055.0,3.9519720876743305
Mahalakshmi Layout,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Malavalli (SC),2011,Census 2011 (Proxy Matched),Christian,720.0,0.25417894904065097
Malleshwaram,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Malur,2011,Census 2011 (Proxy Matched),Christian,653.0,0.27562046260341044
Mandya,2011,Census 2011 (Proxy Matched),Christian,1959.65,0.8582378063027366
Mangaluru,2011,Census 2011 (Proxy Matched),Christian,630.7,2.175825464782124
Mangaluru City North,2011,Census 2011 (Proxy Matched),Christian,612.15,2.175825464782124
Mangaluru City South,2011,Census 2011 (Proxy Matched),Christian,612.15,2.175825464782124
Manvi (ST),2011,Census 2011 (Proxy Matched),Christian,837.0,0.2258073218766018
Maski (ST),2011,Census 2011 (Proxy Matched),Christian,431.20000000000005,0.27416073245167855
Mayakonda (SC),2011,Census 2011 (Proxy Matched),Christian,3611.0,0.5294884446588531
Melukote,2011,Census 2011 (Proxy Matched),Christian,824.0,0.4494087874689122
Molakalmuru (ST),2011,Census 2011 (Proxy Matched),Christian,108.55,0.1182016364202599
Moodabidri,2011,Census 2011 (Proxy Matched),Christian,110833.0,11.143452355816699
Muddebihal,2011,Census 2011 (Proxy Matched),Christian,235.0,0.08084185612901672
Mudhol (SC),2011,Census 2011 (Proxy Matched),Christian,204.0,0.0713498767116101
Mudigere (SC),2011,Census 2011 (Proxy Matched),Christian,3222.7999999999997,3.5931134593472462
Mulbagal (SC),2011,Census 2011 (Proxy Matched),Christian,757.0,0.2923513623110047
Mysuru City,2011,Census 2011 (Proxy Matched),Christian,12245.2,2.3883417279882164
Nagamangala,2011,Census 2011 (Proxy Matched),Christian,271.0,0.1442279546772966
Nagthan (SC),2011,Census 2011 (Proxy Matched),Christian,602.5500000000001,0.1856949693166453
Nanjangud,2011,Census 2011 (Proxy Matched),Christian,1218.0,0.3164277438026405
Nargund,2011,Census 2011 (Proxy Matched),Christian,76.0,0.07552945151704879
Navalgund,2011,Census 2011 (Proxy Matched),Christian,126.0,0.06624327052489906
Nelamangala (SC),2011,Census 2011 (Proxy Matched),Christian,1571.05,0.4975662468895181
Nippani,2011,Census 2011 (Proxy Matched),Christian,647.0,0.1028944020356234
Padmanaba Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Pavagada (SC),2011,Census 2011 (Proxy Matched),Christian,174.4,0.13896060020780346
Periyapatna,2011,Census 2011 (Proxy Matched),Christian,992.0,0.40810281558031236
Pulakeshinagar (SC),2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Puttur,2011,Census 2011 (Proxy Matched),Christian,15279.0,5.307954462551806
Raichur,2011,Census 2011 (Proxy Matched),Christian,3410.55,1.243590026411999
Raichur Rural (ST),2011,Census 2011 (Proxy Matched),Christian,2790.4500000000003,1.2435900264119992
Rajaji Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Rajarajeshwarinagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Ramanagaram,2011,Census 2011 (Proxy Matched),Christian,1474.0,0.5528591896899637
Ramdurg,2011,Census 2011 (Proxy Matched),Christian,129.0,0.049898076409814064
Ranibennur,2011,Census 2011 (Proxy Matched),Christian,1005.0,0.29974856911068626
Raybag (SC),2011,Census 2011 (Proxy Matched),Christian,0.0,0.0
Ron,2011,Census 2011 (Proxy Matched),Christian,1024.0,0.2735770520149056
Sagar,2011,Census 2011 (Proxy Matched),Christian,5116.0,2.4796552910783785
Sakleshpur (SC),2011,Census 2011 (Proxy Matched),Christian,2998.0,2.3306616498099246
Sandur (ST),2011,Census 2011 (Proxy Matched),Christian,2928.0,0.5626160107296715
Sarvagnanagar,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Saundatti yellamma,2011,Census 2011 (Proxy Matched),Christian,145.0,0.04108475075723445
Sedam,2011,Census 2011 (Proxy Matched),Christian,1586.0,0.36280950899474773
Shahapur,2011,Census 2011 (Proxy Matched),Christian,797.0,0.21918426053500759
Shanti Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Shiggaon,2011,Census 2011 (Proxy Matched),Christian,154.0,0.08195412697567986
Shikaripura,2011,Census 2011 (Proxy Matched),Christian,492.0,0.20652397483093995
Shimoga,2011,Census 2011 (Proxy Matched),Christian,4357.650000000001,1.5617238687702535
Shimoga Rural (SC),2011,Census 2011 (Proxy Matched),Christian,3565.35,1.5617238687702533
Shirahatti (SC),2011,Census 2011 (Proxy Matched),Christian,196.0,0.09767328286880385
Shivajinagar,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Shorapur (ST),2011,Census 2011 (Proxy Matched),Christian,593.0,0.14383044985216753
Shrirangapattana,2011,Census 2011 (Proxy Matched),Christian,3299.3500000000004,0.8989813216184799
Sidlaghatta,2011,Census 2011 (Proxy Matched),Christian,390.0,0.18209918335520078
Sindgi,2011,Census 2011 (Proxy Matched),Christian,320.0,0.08087445504517596
Sindhanur,2011,Census 2011 (Proxy Matched),Christian,646.8,0.2741607324516785
Sira,2011,Census 2011 (Proxy Matched),Christian,261.59999999999997,0.13896060020780346
Sirsi,2011,Census 2011 (Proxy Matched),Christian,2762.2,2.111199092601708
Siruguppa (ST),2011,Census 2011 (Proxy Matched),Christian,886.1999999999999,0.23522504310601106
Sorab,2011,Census 2011 (Proxy Matched),Christian,777.0,0.38693484853766513
Sringeri,2011,Census 2011 (Proxy Matched),Christian,196.0,0.5364131475957197
Srinivaspur,2011,Census 2011 (Proxy Matched),Christian,335.0,0.1655923758304334
Sullia (SC),2011,Census 2011 (Proxy Matched),Christian,2076.0,1.4294862525563428
T.Narasipur (SC),2011,Census 2011 (Proxy Matched),Christian,490.0,0.1677881075898437
Tarikere,2011,Census 2011 (Proxy Matched),Christian,1339.0,0.9144176136363636
Terdal,2011,Census 2011 (Proxy Matched),Christian,296.0,0.06295514871027019
Tiptur,2011,Census 2011 (Proxy Matched),Christian,528.45,0.3649848035232482
Tirthahalli,2011,Census 2011 (Proxy Matched),Christian,1763.0,1.241496838161768
Tumkur City,2011,Census 2011 (Proxy Matched),Christian,3132.5,1.0575678134764355
Tumkur Rural,2011,Census 2011 (Proxy Matched),Christian,3132.5,1.0575678134764355
Turuvekere,2011,Census 2011 (Proxy Matched),Christian,488.54999999999995,0.1978286428582564
Udupi,2011,Census 2011 (Proxy Matched),Christian,21317.45,6.886828157121815
Vijay Nagar,2011,Census 2011 (Proxy Matched),Christian,8460.0,4.121320771261826
Virajpet,2011,Census 2011 (Proxy Matched),Christian,8421.15,3.304573992826286
Yadgir,2011,Census 2011 (Proxy Matched),Christian,7287.0,1.8292545166545753
Yelahanka,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Yelandur,2011,Census 2011 (Proxy Matched),Christian,70.0,0.08529408180920933
Yelburga,2011,Census 2011 (Proxy Matched),Christian,96.0,0.03589563344575646
Yellapur,2011,Census 2011 (Proxy Matched),Christian,5227.0,2.961316213560358
Yemkanmardi (ST),2011,Census 2011 (Proxy Matched),Christian,299.7,0.14163151279893782
Yeshvanthapura,2011,Census 2011 (Proxy Matched),Christian,6901.0,1.9581749049429658
Afzalpur,2011,Census 2011 (Proxy Matched),Sikh,24.0,0.010892306854437935
Aland,2011,Census 2011 (Proxy Matched),Sikh,49.0,0.014318818726677127
Aland (SC),2011,Census 2011 (Proxy Matched),Sikh,49.0,0.014318818726677127
Alur,2011,Census 2011 (Proxy Matched),Sikh,6.0,0.007037710398217114
Anekal (SC),2011,Census 2011 (Proxy Matched),Sikh,347.0,0.067043423658407
Arabhavi,2011,Census 2011 (Proxy Matched),Sikh,248.75,0.03250768177756578
Arasikere,2011,Census 2011 (Proxy Matched),Sikh,37.099999999999994,0.01680730895956415
Arkalgud,2011,Census 2011 (Proxy Matched),Sikh,13.0,0.006354327052325439
Athani,2011,Census 2011 (Proxy Matched),Sikh,59.0,0.011220313712364406
Aurad (SC),2011,Census 2011 (Proxy Matched),Sikh,116.0,0.04166666666666667
B.T.M.Layout,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Babaleshwar,2011,Census 2011 (Proxy Matched),Sikh,325.0,0.04507159449433138
Badami,2011,Census 2011 (Proxy Matched),Sikh,48.0,0.014507646738801911
Bagalkot,2011,Census 2011 (Proxy Matched),Sikh,51.0,0.01788758180938151
Bagepalli,2011,Census 2011 (Proxy Matched),Sikh,38.3,0.01414339929770452
Bailhongal,2011,Census 2011 (Proxy Matched),Sikh,0.0,0.0
Bangalore South,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Bangarapet (SC),2011,Census 2011 (Proxy Matched),Sikh,62.3,0.019654088050314468
Bantwal,2011,Census 2011 (Proxy Matched),Sikh,36.0,0.009105164651727452
Basavakalyan,2011,Census 2011 (Proxy Matched),Sikh,86.0,0.024909702329057166
Basavana Bagevadi,2011,Census 2011 (Proxy Matched),Sikh,61.0,0.017492493999501035
Basavanagudi,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Belgaum Dakshin,2011,Census 2011 (Proxy Matched),Sikh,323.4,0.09651410683192445
Belgaum Rural,2011,Census 2011 (Proxy Matched),Sikh,277.2,0.09651410683192446
Belgaum Uttar,2011,Census 2011 (Proxy Matched),Sikh,323.4,0.09651410683192445
Bellary (ST),2011,Census 2011 (Proxy Matched),Sikh,435.4,0.04669712740808205
Bellary City,2011,Census 2011 (Proxy Matched),Sikh,412.0,0.05344201606114181
Belthangady,2011,Census 2011 (Proxy Matched),Sikh,22.0,0.008252403512523022
Belur,2011,Census 2011 (Proxy Matched),Sikh,18.0,0.009758318966919298
Bhadravati,2011,Census 2011 (Proxy Matched),Sikh,66.0,0.01942056107766459
Bhalki,2011,Census 2011 (Proxy Matched),Sikh,68.0,0.024517757346313323
Bhatkal,2011,Census 2011 (Proxy Matched),Sikh,34.0,0.02104272911818587
Bidar,2011,Census 2011 (Proxy Matched),Sikh,347.40000000000003,0.16427594102238366
Bidar South,2011,Census 2011 (Proxy Matched),Sikh,424.6,0.16427594102238366
Bijapur City,2011,Census 2011 (Proxy Matched),Sikh,178.75000000000003,0.04507159449433138
Bilgi,2011,Census 2011 (Proxy Matched),Sikh,15.0,0.0093578050332514
Bommanahalli,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Byadgi,2011,Census 2011 (Proxy Matched),Sikh,40.6,0.016036731224384683
Byatarayanapura,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Byndoor,2011,Census 2011 (Proxy Matched),Sikh,32.5,0.012547964594663098
C.V. Raman Nagar (SC),2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Challakere (ST),2011,Census 2011 (Proxy Matched),Sikh,63.0,0.01517218990572531
Chamarajanagar,2011,Census 2011 (Proxy Matched),Sikh,27.500000000000004,0.013974326367597451
Chamrajpet,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Chamundeshwari,2011,Census 2011 (Proxy Matched),Sikh,320.25,0.07138577340049057
Channagiri,2011,Census 2011 (Proxy Matched),Sikh,33.0,0.010915694453173325
Channapatna,2011,Census 2011 (Proxy Matched),Sikh,50.0,0.019134800844992805
Channarayapatna,2011,Census 2011 (Proxy Matched),Sikh,23.0,0.008220216012980792
Chickpet,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Chikkaballapur,2011,Census 2011 (Proxy Matched),Sikh,61.0,0.02870102006248353
Chikkodi-Sadalga,2011,Census 2011 (Proxy Matched),Sikh,221.0,0.041348600508905854
Chikmagalur,2011,Census 2011 (Proxy Matched),Sikh,12.899999999999999,0.01042886061868205
Chiknayakanhalli,2011,Census 2011 (Proxy Matched),Sikh,12.0,0.00565690849950502
Chincholi (SC),2011,Census 2011 (Proxy Matched),Sikh,38.0,0.01494374466645955
Chintamani,2011,Census 2011 (Proxy Matched),Sikh,62.0,0.020800483107994767
Chittapur (SC),2011,Census 2011 (Proxy Matched),Sikh,320.0,0.039585539402456286
Dasarahalli,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Davanagere North,2011,Census 2011 (Proxy Matched),Sikh,91.30000000000001,0.02434092545371632
Davanagere South,2011,Census 2011 (Proxy Matched),Sikh,74.7,0.02434092545371632
Devadurga (ST),2011,Census 2011 (Proxy Matched),Sikh,62.0,0.022095037169554466
Devanahalli (SC),2011,Census 2011 (Proxy Matched),Sikh,59.0,0.02814590071652785
Devar Hippargi,2011,Census 2011 (Proxy Matched),Sikh,65.0,0.016427623681051367
Dharwad,2011,Census 2011 (Proxy Matched),Sikh,39.9,0.022800638417875704
Doddaballapur,2011,Census 2011 (Proxy Matched),Sikh,83.85000000000001,0.04305827219503729
Gadag,2011,Census 2011 (Proxy Matched),Sikh,81.89999999999999,0.031857713106317624
Gandhi Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Gangawati,2011,Census 2011 (Proxy Matched),Sikh,91.75,0.020881982092704622
Gauribidanur,2011,Census 2011 (Proxy Matched),Sikh,35.699999999999996,0.017525833422107978
Gokak,2011,Census 2011 (Proxy Matched),Sikh,119.39999999999999,0.03250768177756578
Govindraj Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Gubbi,2011,Census 2011 (Proxy Matched),Sikh,13.0,0.004952041383828918
Gulbarga Dakshin,2011,Census 2011 (Proxy Matched),Sikh,146.64999999999998,0.050492269500982116
Gulbarga Rural (SC),2011,Census 2011 (Proxy Matched),Sikh,167.60000000000002,0.05049226950098214
Gulbarga Uttar,2011,Census 2011 (Proxy Matched),Sikh,104.75,0.05049226950098213
Gundlupet,2011,Census 2011 (Proxy Matched),Sikh,49.5,0.012887955112423974
Gurmitkal,2011,Census 2011 (Proxy Matched),Sikh,164.0,0.041168895393351224
Hadagalli (SC),2011,Census 2011 (Proxy Matched),Sikh,26.0,0.013318375772849979
Hagaribommanahalli (SC),2011,Census 2011 (Proxy Matched),Sikh,37.0,0.01965596744546797
Haliyal,2011,Census 2011 (Proxy Matched),Sikh,12.35,0.015918630662633947
Hangal,2011,Census 2011 (Proxy Matched),Sikh,30.0,0.011518304505576778
Harapanahalli,2011,Census 2011 (Proxy Matched),Sikh,39.0,0.009933676155534879
Harihar,2011,Census 2011 (Proxy Matched),Sikh,105.0,0.014588558874074477
Hassan,2011,Census 2011 (Proxy Matched),Sikh,77.39999999999999,0.03256210780329458
Haveri (SC),2011,Census 2011 (Proxy Matched),Sikh,32.4,0.019260812806300428
Hebbal,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Hirekerur,2011,Census 2011 (Proxy Matched),Sikh,36.0,0.015576660969647145
Holenarasipur,2011,Census 2011 (Proxy Matched),Sikh,80.6,0.0236604126070663
Homnabad,2011,Census 2011 (Proxy Matched),Sikh,103.0,0.03099030575095829
Honnali,2011,Census 2011 (Proxy Matched),Sikh,23.0,0.00986252497791652
Hosakote,2011,Census 2011 (Proxy Matched),Sikh,76.0,0.02806312726628215
Hubli-Dharwad Central,2011,Census 2011 (Proxy Matched),Sikh,0.0,0.0
Hubli-dharwad-East (SC),2011,Census 2011 (Proxy Matched),Sikh,17.099999999999998,0.0228006384178757
Hubli-dharwad-West,2011,Census 2011 (Proxy Matched),Sikh,6.6499999999999995,0.01147564746810978
Hukkeri,2011,Census 2011 (Proxy Matched),Sikh,34.3,0.012272397124752673
Hungund,2011,Census 2011 (Proxy Matched),Sikh,56.0,0.01742713280097592
Hunsur,2011,Census 2011 (Proxy Matched),Sikh,17.55,0.009541883567816288
Indi,2011,Census 2011 (Proxy Matched),Sikh,50.0,0.011871718953674178
Jagalur (ST),2011,Census 2011 (Proxy Matched),Sikh,13.0,0.007565969433483488
Jamkhandi,2011,Census 2011 (Proxy Matched),Sikh,98.0,0.020843258694616482
Jayanagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Jevargi,2011,Census 2011 (Proxy Matched),Sikh,168.0,0.028292068453333246
K.r.pura,2011,Census 2011 (Proxy Matched),Sikh,6.0,0.007037710398217114
Kadur,2011,Census 2011 (Proxy Matched),Sikh,44.4,0.009545970837059093
Kagwad,2011,Census 2011 (Proxy Matched),Sikh,98.0,0.01580257743262942
Kalaburagi Dakshin,2011,Census 2011 (Proxy Matched),Sikh,138.27,0.05049226950098213
Kalaburagi Rural (SC),2011,Census 2011 (Proxy Matched),Sikh,142.46,0.05049226950098213
Kalaburagi Uttar,2011,Census 2011 (Proxy Matched),Sikh,138.27,0.05049226950098213
Kalghatgi,2011,Census 2011 (Proxy Matched),Sikh,15.0,0.009698756619401392
Kampli (ST),2011,Census 2011 (Proxy Matched),Sikh,520.0,0.056522845012185026
Kanakagiri (SC),2011,Census 2011 (Proxy Matched),Sikh,74.5,0.013661137054028057
Kanakapura,2011,Census 2011 (Proxy Matched),Sikh,65.0,0.018525010188755603
Kapu,2011,Census 2011 (Proxy Matched),Sikh,66.60000000000001,0.026297132724116427
Karkal,2011,Census 2011 (Proxy Matched),Sikh,34.0,0.015734112017622204
Karwar,2011,Census 2011 (Proxy Matched),Sikh,112.0,0.07215890421549741
Khanapur,2011,Census 2011 (Proxy Matched),Sikh,76.0,0.029447206196312126
Kittur,2011,Census 2011 (Proxy Matched),Sikh,0.0,0.0
Kolar,2011,Census 2011 (Proxy Matched),Sikh,105.7,0.020277803996319683
Kolar gold field (SC),2011,Census 2011 (Proxy Matched),Sikh,79.0,0.020497651851275264
Kollegal (SC),2011,Census 2011 (Proxy Matched),Sikh,34.0,0.009501107996859045
Koppal,2011,Census 2011 (Proxy Matched),Sikh,141.25,0.03546215027415694
Koratagere (SC),2011,Census 2011 (Proxy Matched),Sikh,19.0,0.011337124308584589
Krishnaraja,2011,Census 2011 (Proxy Matched),Sikh,228.75,0.07138577340049057
Krishnarajanagara,2011,Census 2011 (Proxy Matched),Sikh,53.45,0.015197868715720386
Krishnarajpet,2011,Census 2011 (Proxy Matched),Sikh,28.0,0.010749427017149175
Kudachi (SC),2011,Census 2011 (Proxy Matched),Sikh,0.0,0.0
Kudligi (ST),2011,Census 2011 (Proxy Matched),Sikh,128.0,0.02071861211197115
Kumta,2011,Census 2011 (Proxy Matched),Sikh,10.0,0.006481721545242416
Kundapura,2011,Census 2011 (Proxy Matched),Sikh,67.5,0.012547964594663098
Kundgol,2011,Census 2011 (Proxy Matched),Sikh,12.35,0.01147564746810978
Kunigal,2011,Census 2011 (Proxy Matched),Sikh,30.0,0.013287094245359482
Kushtagi,2011,Census 2011 (Proxy Matched),Sikh,17.5,0.008778336470125565
Lingsugur (SC),2011,Census 2011 (Proxy Matched),Sikh,80.0,0.02074156272118932
Maddur,2011,Census 2011 (Proxy Matched),Sikh,30.0,0.010154621029543178
Madhugiri,2011,Census 2011 (Proxy Matched),Sikh,76.0,0.02837239515280028
Madikeri,2011,Census 2011 (Proxy Matched),Sikh,85.7,0.028596612085622333
