constituency_name,year,source,religion,population,percent
Magadi,2011,Census 2011 (Proxy Matched),Sikh,38.0,0.01864198075951354
Mahadevapura (SC),2011,Census 2011 (Proxy Matched),Sikh,70.0,0.06822146637169005
Mahalakshmi Layout,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Malavalli (SC),2011,Census 2011 (Proxy Matched),Sikh,40.0,0.01412105272448061
Malleshwaram,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Malur,2011,Census 2011 (Proxy Matched),Sikh,22.0,0.00928583488097248
Mandya,2011,Census 2011 (Proxy Matched),Sikh,55.550000000000004,0.024328380139370304
Mangaluru,2011,Census 2011 (Proxy Matched),Sikh,2.04,0.007037710398217114
Mangaluru City North,2011,Census 2011 (Proxy Matched),Sikh,1.98,0.007037710398217114
Mangaluru City South,2011,Census 2011 (Proxy Matched),Sikh,1.98,0.007037710398217114
Manvi (ST),2011,Census 2011 (Proxy Matched),Sikh,82.0,0.022122103218496236
Maski (ST),2011,Census 2011 (Proxy Matched),Sikh,36.800000000000004,0.02339776195320448
Mayakonda (SC),2011,Census 2011 (Proxy Matched),Sikh,166.0,0.024340925453716317
Melukote,2011,Census 2011 (Proxy Matched),Sikh,32.0,0.017452768445394652
Molakalmuru (ST),2011,Census 2011 (Proxy Matched),Sikh,13.0,0.014155884601228729
Moodabidri,2011,Census 2011 (Proxy Matched),Sikh,441.0,0.04433934377771209
Muddebihal,2011,Census 2011 (Proxy Matched),Sikh,57.0,0.01960845021001682
Mudhol (SC),2011,Census 2011 (Proxy Matched),Sikh,161.0,0.056310441914555025
Mudigere (SC),2011,Census 2011 (Proxy Matched),Sikh,16.099999999999998,0.017949958637051837
Mulbagal (SC),2011,Census 2011 (Proxy Matched),Sikh,44.0,0.01699268156100952
Mysuru City,2011,Census 2011 (Proxy Matched),Sikh,366.0,0.07138577340049057
Nagamangala,2011,Census 2011 (Proxy Matched),Sikh,30.0,0.015966194244719182
Nagthan (SC),2011,Census 2011 (Proxy Matched),Sikh,146.25,0.04507159449433138
Nanjangud,2011,Census 2011 (Proxy Matched),Sikh,118.0,0.030655561386462714
Nargund,2011,Census 2011 (Proxy Matched),Sikh,14.0,0.01391332001629846
Navalgund,2011,Census 2011 (Proxy Matched),Sikh,26.0,0.013669246298788693
Nelamangala (SC),2011,Census 2011 (Proxy Matched),Sikh,170.15,0.0538880983471255
Nippani,2011,Census 2011 (Proxy Matched),Sikh,260.0,0.041348600508905854
Padmanaba Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Pavagada (SC),2011,Census 2011 (Proxy Matched),Sikh,9.200000000000001,0.007330490377934587
Periyapatna,2011,Census 2011 (Proxy Matched),Sikh,42.0,0.017278546627392255
Pulakeshinagar (SC),2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Puttur,2011,Census 2011 (Proxy Matched),Sikh,22.0,0.00764284299863471
Raichur,2011,Census 2011 (Proxy Matched),Sikh,122.10000000000001,0.044521365241648736
Raichur Rural (ST),2011,Census 2011 (Proxy Matched),Sikh,99.9,0.044521365241648736
Rajaji Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Rajarajeshwarinagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Ramanagaram,2011,Census 2011 (Proxy Matched),Sikh,230.0,0.08626703773995364
Ramdurg,2011,Census 2011 (Proxy Matched),Sikh,38.0,0.01469865816723205
Ranibennur,2011,Census 2011 (Proxy Matched),Sikh,126.0,0.037580417619847234
Raybag (SC),2011,Census 2011 (Proxy Matched),Sikh,0.0,0.0
Ron,2011,Census 2011 (Proxy Matched),Sikh,77.1,0.020598428428075414
Sagar,2011,Census 2011 (Proxy Matched),Sikh,23.0,0.011147785710477465
Sakleshpur (SC),2011,Census 2011 (Proxy Matched),Sikh,18.0,0.013993298764702683
Sandur (ST),2011,Census 2011 (Proxy Matched),Sikh,382.0,0.07340140577142572
Sarvagnanagar,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Saundatti yellamma,2011,Census 2011 (Proxy Matched),Sikh,47.0,0.013317126107517376
Sedam,2011,Census 2011 (Proxy Matched),Sikh,104.0,0.023790787475065425
Shahapur,2011,Census 2011 (Proxy Matched),Sikh,67.0,0.018425778489141165
Shanti Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Shiggaon,2011,Census 2011 (Proxy Matched),Sikh,124.0,0.06598903730509287
Shikaripura,2011,Census 2011 (Proxy Matched),Sikh,19.0,0.007975519353227356
Shimoga,2011,Census 2011 (Proxy Matched),Sikh,135.85000000000002,0.04868683523744196
Shimoga Rural (SC),2011,Census 2011 (Proxy Matched),Sikh,111.15,0.048686835237441946
Shirahatti (SC),2011,Census 2011 (Proxy Matched),Sikh,33.0,0.016444991503421057
Shivajinagar,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Shorapur (ST),2011,Census 2011 (Proxy Matched),Sikh,100.0,0.02425471329716147
Shrirangapattana,2011,Census 2011 (Proxy Matched),Sikh,106.45,0.029004671128036487
Sidlaghatta,2011,Census 2011 (Proxy Matched),Sikh,61.0,0.02848217996068525
Sindgi,2011,Census 2011 (Proxy Matched),Sikh,65.0,0.016427623681051367
Sindhanur,2011,Census 2011 (Proxy Matched),Sikh,55.199999999999996,0.023397761953204473
Sira,2011,Census 2011 (Proxy Matched),Sikh,13.799999999999999,0.007330490377934587
Sirsi,2011,Census 2011 (Proxy Matched),Sikh,8.399999999999999,0.006420270935433474
Siruguppa (ST),2011,Census 2011 (Proxy Matched),Sikh,54.599999999999994,0.014492538200844281
Sorab,2011,Census 2011 (Proxy Matched),Sikh,19.0,0.00946172731301884
Sringeri,2011,Census 2011 (Proxy Matched),Sikh,6.0,0.016420810640685294
Srinivaspur,2011,Census 2011 (Proxy Matched),Sikh,19.0,0.00939180639038279
Sullia (SC),2011,Census 2011 (Proxy Matched),Sikh,4.0,0.002754308771784861
T.Narasipur (SC),2011,Census 2011 (Proxy Matched),Sikh,94.0,0.03218792268050063
Tarikere,2011,Census 2011 (Proxy Matched),Sikh,19.5,0.013316761363636362
Terdal,2011,Census 2011 (Proxy Matched),Sikh,98.0,0.020843258694616482
Tiptur,2011,Census 2011 (Proxy Matched),Sikh,22.1,0.015263817121513451
Tirthahalli,2011,Census 2011 (Proxy Matched),Sikh,22.0,0.015492303142120755
Tumkur City,2011,Census 2011 (Proxy Matched),Sikh,112.0,0.037812480481839036
Tumkur Rural,2011,Census 2011 (Proxy Matched),Sikh,112.0,0.037812480481839036
Turuvekere,2011,Census 2011 (Proxy Matched),Sikh,40.9,0.016561644648250308
Udupi,2011,Census 2011 (Proxy Matched),Sikh,81.4,0.026297132724116427
Vijay Nagar,2011,Census 2011 (Proxy Matched),Sikh,146.0,0.07112444829837193
Virajpet,2011,Census 2011 (Proxy Matched),Sikh,53.3,0.020915646178685934
Yadgir,2011,Census 2011 (Proxy Matched),Sikh,164.0,0.041168895393351224
Yelahanka,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Yelandur,2011,Census 2011 (Proxy Matched),Sikh,25.0,0.030462172074717617
Yelburga,2011,Census 2011 (Proxy Matched),Sikh,38.0,0.014208688238945267
Yellapur,2011,Census 2011 (Proxy Matched),Sikh,22.25,0.012605564521086276
Yemkanmardi (ST),2011,Census 2011 (Proxy Matched),Sikh,44.55,0.02105333298362589
Yeshvanthapura,2011,Census 2011 (Proxy Matched),Sikh,358.0,0.10158333806253902
Afzalpur,2011,Census 2011 (Proxy Matched),Buddhist,779.0,0.35354612665029794
Aland,2011,Census 2011 (Proxy Matched),Buddhist,2967.0,0.8670190849398172
Aland (SC),2011,Census 2011 (Proxy Matched),Buddhist,2967.0,0.8670190849398172
Alur,2011,Census 2011 (Proxy Matched),Buddhist,57.0,0.06685824878306257
Anekal (SC),2011,Census 2011 (Proxy Matched),Buddhist,203.0,0.03922136888373666
Arabhavi,2011,Census 2011 (Proxy Matched),Buddhist,85.0,0.011108152567208407
Arasikere,2011,Census 2011 (Proxy Matched),Buddhist,13.299999999999999,0.0060252617024852614
Arkalgud,2011,Census 2011 (Proxy Matched),Buddhist,37.0,0.018085392379695482
Athani,2011,Census 2011 (Proxy Matched),Buddhist,165.0,0.0313788434328835
Aurad (SC),2011,Census 2011 (Proxy Matched),Buddhist,4169.0,1.497485632183908
B.T.M.Layout,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Babaleshwar,2011,Census 2011 (Proxy Matched),Buddhist,178.0,0.024685365599972264
Badami,2011,Census 2011 (Proxy Matched),Buddhist,17.0,0.00513812488665901
Bagalkot,2011,Census 2011 (Proxy Matched),Buddhist,86.0,0.03016337324719235
Bagepalli,2011,Census 2011 (Proxy Matched),Buddhist,14.8,0.005465334454465455
Bailhongal,2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Bangalore South,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Bangarapet (SC),2011,Census 2011 (Proxy Matched),Buddhist,60.199999999999996,0.018991590700303866
Bantwal,2011,Census 2011 (Proxy Matched),Buddhist,68.0,0.017198644342151855
Basavakalyan,2011,Census 2011 (Proxy Matched),Buddhist,6036.0,1.7483135262580125
Basavana Bagevadi,2011,Census 2011 (Proxy Matched),Buddhist,14.0,0.004014670753983844
Basavanagudi,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Belgaum Dakshin,2011,Census 2011 (Proxy Matched),Buddhist,120.05,0.035827206323971954
Belgaum Rural,2011,Census 2011 (Proxy Matched),Buddhist,102.89999999999999,0.035827206323971954
Belgaum Uttar,2011,Census 2011 (Proxy Matched),Buddhist,120.05,0.035827206323971954
Bellary (ST),2011,Census 2011 (Proxy Matched),Buddhist,133.8,0.014350196709236058
Bellary City,2011,Census 2011 (Proxy Matched),Buddhist,126.00000000000001,0.01634391753326182
Belthangady,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.010503059015938392
Belur,2011,Census 2011 (Proxy Matched),Buddhist,16.0,0.008674061303928265
Bhadravati,2011,Census 2011 (Proxy Matched),Buddhist,15.0,0.004413763881287407
Bhalki,2011,Census 2011 (Proxy Matched),Buddhist,7159.0,2.581215071209663
Bhatkal,2011,Census 2011 (Proxy Matched),Buddhist,4.0,0.0024756151903748084
Bidar,2011,Census 2011 (Proxy Matched),Buddhist,4606.650000000001,2.1783585599043285
Bidar South,2011,Census 2011 (Proxy Matched),Buddhist,5630.35,2.1783585599043285
Bijapur City,2011,Census 2011 (Proxy Matched),Buddhist,97.9,0.02468536559997226
Bilgi,2011,Census 2011 (Proxy Matched),Buddhist,30.0,0.0187156100665028
Bommanahalli,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Byadgi,2011,Census 2011 (Proxy Matched),Buddhist,19.4,0.007662871570272483
Byatarayanapura,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Byndoor,2011,Census 2011 (Proxy Matched),Buddhist,14.3,0.005521104421651764
C.V. Raman Nagar (SC),2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Challakere (ST),2011,Census 2011 (Proxy Matched),Buddhist,14.0,0.0033715977568278465
Chamarajanagar,2011,Census 2011 (Proxy Matched),Buddhist,284.35,0.14449453464095763
Chamrajpet,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Chamundeshwari,2011,Census 2011 (Proxy Matched),Buddhist,254.45,0.056718532526947155
Channagiri,2011,Census 2011 (Proxy Matched),Buddhist,15.0,0.0049616792968969654
Channapatna,2011,Census 2011 (Proxy Matched),Buddhist,14.0,0.005357744236597985
Channarayapatna,2011,Census 2011 (Proxy Matched),Buddhist,64.0,0.0228736445578596
Chickpet,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Chikkaballapur,2011,Census 2011 (Proxy Matched),Buddhist,21.0,0.009880679037904166
Chikkodi-Sadalga,2011,Census 2011 (Proxy Matched),Buddhist,242.25,0.04532442748091603
Chikmagalur,2011,Census 2011 (Proxy Matched),Buddhist,64.5,0.052144303093410255
Chiknayakanhalli,2011,Census 2011 (Proxy Matched),Buddhist,8.0,0.003771272333003347
Chincholi (SC),2011,Census 2011 (Proxy Matched),Buddhist,96.0,0.03775261810473992
Chintamani,2011,Census 2011 (Proxy Matched),Buddhist,25.0,0.008387291575804342
Chittapur (SC),2011,Census 2011 (Proxy Matched),Buddhist,7166.0,0.8864686729937553
Dasarahalli,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Davanagere North,2011,Census 2011 (Proxy Matched),Buddhist,48.95,0.013050255213137064
Davanagere South,2011,Census 2011 (Proxy Matched),Buddhist,40.050000000000004,0.013050255213137064
Devadurga (ST),2011,Census 2011 (Proxy Matched),Buddhist,1724.0,0.6143845819405145
Devanahalli (SC),2011,Census 2011 (Proxy Matched),Buddhist,135.0,0.0644016372327332
Devar Hippargi,2011,Census 2011 (Proxy Matched),Buddhist,65.0,0.016427623681051367
Dharwad,2011,Census 2011 (Proxy Matched),Buddhist,23.099999999999998,0.01320036961034909
Doddaballapur,2011,Census 2011 (Proxy Matched),Buddhist,20.150000000000002,0.010347336729039968
Gadag,2011,Census 2011 (Proxy Matched),Buddhist,32.9,0.012797542871768623
Gandhi Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Gangawati,2011,Census 2011 (Proxy Matched),Buddhist,27.75,0.006315803848202215
Gauribidanur,2011,Census 2011 (Proxy Matched),Buddhist,11.2,0.005498300681445641
Gokak,2011,Census 2011 (Proxy Matched),Buddhist,40.8,0.011108152567208407
Govindraj Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Gubbi,2011,Census 2011 (Proxy Matched),Buddhist,5.0,0.001904631301472661
Gulbarga Dakshin,2011,Census 2011 (Proxy Matched),Buddhist,584.15,0.2011255317354157
Gulbarga Rural (SC),2011,Census 2011 (Proxy Matched),Buddhist,667.6,0.2011255317354157
Gulbarga Uttar,2011,Census 2011 (Proxy Matched),Buddhist,417.25,0.2011255317354157
Gundlupet,2011,Census 2011 (Proxy Matched),Buddhist,339.65,0.08843220108959197
Gurmitkal,2011,Census 2011 (Proxy Matched),Buddhist,306.0,0.07681513408759436
Hadagalli (SC),2011,Census 2011 (Proxy Matched),Buddhist,22.0,0.011269394884719213
Hagaribommanahalli (SC),2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.005312423633910263
Haliyal,2011,Census 2011 (Proxy Matched),Buddhist,5.8500000000000005,0.007540403998089765
Hangal,2011,Census 2011 (Proxy Matched),Buddhist,14.0,0.005375208769269163
Harapanahalli,2011,Census 2011 (Proxy Matched),Buddhist,28.599999999999998,0.007284695847392245
Harihar,2011,Census 2011 (Proxy Matched),Buddhist,67.4,0.00936446541059638
Hassan,2011,Census 2011 (Proxy Matched),Buddhist,48.6,0.020445974667184973
Haveri (SC),2011,Census 2011 (Proxy Matched),Buddhist,9.6,0.0057069074981630896
Hebbal,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Hirekerur,2011,Census 2011 (Proxy Matched),Buddhist,4.0,0.001730740107738572
Holenarasipur,2011,Census 2011 (Proxy Matched),Buddhist,78.4,0.023014594893225784
Homnabad,2011,Census 2011 (Proxy Matched),Buddhist,2852.0,0.8581005048711947
Honnali,2011,Census 2011 (Proxy Matched),Buddhist,8.0,0.003430443470579659
Hosakote,2011,Census 2011 (Proxy Matched),Buddhist,77.0,0.0284323789408385
Hubli-Dharwad Central,2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Hubli-dharwad-East (SC),2011,Census 2011 (Proxy Matched),Buddhist,9.9,0.01320036961034909
Hubli-dharwad-West,2011,Census 2011 (Proxy Matched),Buddhist,1.0499999999999998,0.0018119443370699653
Hukkeri,2011,Census 2011 (Proxy Matched),Buddhist,31.499999999999996,0.011270568788038168
Hungund,2011,Census 2011 (Proxy Matched),Buddhist,50.0,0.015559940000871356
Hunsur,2011,Census 2011 (Proxy Matched),Buddhist,1469.0,0.7986909949357336
Indi,2011,Census 2011 (Proxy Matched),Buddhist,73.0,0.0173327096723643
Jagalur (ST),2011,Census 2011 (Proxy Matched),Buddhist,4.0,0.0023279905949179966
Jamkhandi,2011,Census 2011 (Proxy Matched),Buddhist,195.0,0.0414738310760226
Jayanagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Jevargi,2011,Census 2011 (Proxy Matched),Buddhist,866.0,0.14583887667015827
K.r.pura,2011,Census 2011 (Proxy Matched),Buddhist,57.0,0.06685824878306257
Kadur,2011,Census 2011 (Proxy Matched),Buddhist,29.0,0.006234980952133191
Kagwad,2011,Census 2011 (Proxy Matched),Buddhist,207.75,0.033499851649273084
Kalaburagi Dakshin,2011,Census 2011 (Proxy Matched),Buddhist,550.77,0.2011255317354157
Kalaburagi Rural (SC),2011,Census 2011 (Proxy Matched),Buddhist,567.46,0.2011255317354157
Kalaburagi Uttar,2011,Census 2011 (Proxy Matched),Buddhist,550.77,0.2011255317354157
Kalghatgi,2011,Census 2011 (Proxy Matched),Buddhist,7.0,0.0045260864223873164
Kampli (ST),2011,Census 2011 (Proxy Matched),Buddhist,122.0,0.013261129022089563
Kanakagiri (SC),2011,Census 2011 (Proxy Matched),Buddhist,35.2,0.006454658044319297
Kanakapura,2011,Census 2011 (Proxy Matched),Buddhist,39.0,0.011115006113253362
Kapu,2011,Census 2011 (Proxy Matched),Buddhist,54.0,0.021321999506040343
Karkal,2011,Census 2011 (Proxy Matched),Buddhist,19.0,0.008792592009847703
Karwar,2011,Census 2011 (Proxy Matched),Buddhist,18.0,0.011596966748919227
Khanapur,2011,Census 2011 (Proxy Matched),Buddhist,17.0,0.0065868750702277115
Kittur,2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Kolar,2011,Census 2011 (Proxy Matched),Buddhist,59.8,0.011472210775590512
Kolar gold field (SC),2011,Census 2011 (Proxy Matched),Buddhist,34.0,0.008821774214472899
Kollegal (SC),2011,Census 2011 (Proxy Matched),Buddhist,4215.0,1.177857947257673
Koppal,2011,Census 2011 (Proxy Matched),Buddhist,27.25,0.006841370583863905
Koratagere (SC),2011,Census 2011 (Proxy Matched),Buddhist,1.0,0.0005966907530833995
Krishnaraja,2011,Census 2011 (Proxy Matched),Buddhist,181.75,0.056718532526947155
Krishnarajanagara,2011,Census 2011 (Proxy Matched),Buddhist,801.0,0.22775477719910245
Krishnarajpet,2011,Census 2011 (Proxy Matched),Buddhist,8.0,0.0030712648620426215
Kudachi (SC),2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Kudligi (ST),2011,Census 2011 (Proxy Matched),Buddhist,30.0,0.004855924713743238
Kumta,2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Kundapura,2011,Census 2011 (Proxy Matched),Buddhist,29.7,0.005521104421651764
Kundgol,2011,Census 2011 (Proxy Matched),Buddhist,1.9500000000000002,0.0018119443370699655
Kunigal,2011,Census 2011 (Proxy Matched),Buddhist,2.0,0.0008858062830239655
Kushtagi,2011,Census 2011 (Proxy Matched),Buddhist,16.799999999999997,0.008427203011320541
Lingsugur (SC),2011,Census 2011 (Proxy Matched),Buddhist,21.0,0.005444660214312197
Maddur,2011,Census 2011 (Proxy Matched),Buddhist,81.0,0.02741747677976658
Madhugiri,2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.0037332098885263522
Madikeri,2011,Census 2011 (Proxy Matched),Buddhist,67.95,0.022673743188075114
Magadi,2011,Census 2011 (Proxy Matched),Buddhist,19.0,0.00932099037975677
Mahadevapura (SC),2011,Census 2011 (Proxy Matched),Buddhist,63.0,0.061399319734521035
Mahalakshmi Layout,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Malavalli (SC),2011,Census 2011 (Proxy Matched),Buddhist,37.0,0.013061973770144564
Malleshwaram,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Malur,2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.004220834036805673
Mandya,2011,Census 2011 (Proxy Matched),Buddhist,36.300000000000004,0.015897753358400397
Mangaluru,2011,Census 2011 (Proxy Matched),Buddhist,19.380000000000003,0.06685824878306258
Mangaluru City North,2011,Census 2011 (Proxy Matched),Buddhist,18.810000000000002,0.06685824878306258
Mangaluru City South,2011,Census 2011 (Proxy Matched),Buddhist,18.810000000000002,0.06685824878306258
Manvi (ST),2011,Census 2011 (Proxy Matched),Buddhist,372.0,0.10035880972293415
Maski (ST),2011,Census 2011 (Proxy Matched),Buddhist,28.8,0.018311291963377416
Mayakonda (SC),2011,Census 2011 (Proxy Matched),Buddhist,89.0,0.01305025521313706
Melukote,2011,Census 2011 (Proxy Matched),Buddhist,57.0,0.03108774379335922
Molakalmuru (ST),2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Moodabidri,2011,Census 2011 (Proxy Matched),Buddhist,319.0,0.032073130759841625
Muddebihal,2011,Census 2011 (Proxy Matched),Buddhist,44.0,0.015136347530539301
Mudhol (SC),2011,Census 2011 (Proxy Matched),Buddhist,34.0,0.011891646118601683
Mudigere (SC),2011,Census 2011 (Proxy Matched),Buddhist,17.5,0.01951082460549113
Mulbagal (SC),2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.003861973082047618
Mysuru City,2011,Census 2011 (Proxy Matched),Buddhist,290.8,0.056718532526947155
Nagamangala,2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.005322064748239727
Nagthan (SC),2011,Census 2011 (Proxy Matched),Buddhist,80.10000000000001,0.024685365599972264
Nanjangud,2011,Census 2011 (Proxy Matched),Buddhist,60.0,0.015587573586336972
Nargund,2011,Census 2011 (Proxy Matched),Buddhist,2.0,0.0019876171451854944
Navalgund,2011,Census 2011 (Proxy Matched),Buddhist,6.0,0.0031544414535666218
Nelamangala (SC),2011,Census 2011 (Proxy Matched),Buddhist,39.85,0.01262086817004379
Nippani,2011,Census 2011 (Proxy Matched),Buddhist,285.0,0.04532442748091603
Padmanaba Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Pavagada (SC),2011,Census 2011 (Proxy Matched),Buddhist,1.6,0.0012748678918147107
Periyapatna,2011,Census 2011 (Proxy Matched),Buddhist,12697.0,5.223469203047607
Pulakeshinagar (SC),2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Puttur,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.009727254725535086
Raichur,2011,Census 2011 (Proxy Matched),Buddhist,41.800000000000004,0.01524154846110497
Raichur Rural (ST),2011,Census 2011 (Proxy Matched),Buddhist,34.2,0.015241548461104973
Rajaji Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Rajarajeshwarinagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Ramanagaram,2011,Census 2011 (Proxy Matched),Buddhist,32.0,0.012002370468167463
Ramdurg,2011,Census 2011 (Proxy Matched),Buddhist,24.0,0.009283363052988663
Ranibennur,2011,Census 2011 (Proxy Matched),Buddhist,9.0,0.0026843155442748024
Raybag (SC),2011,Census 2011 (Proxy Matched),Buddhist,0.0,0.0
Ron,2011,Census 2011 (Proxy Matched),Buddhist,22.1,0.00590434848586857
Sagar,2011,Census 2011 (Proxy Matched),Buddhist,18.0,0.00872435403428671
Sakleshpur (SC),2011,Census 2011 (Proxy Matched),Buddhist,303.0,0.23555386253916183
Sandur (ST),2011,Census 2011 (Proxy Matched),Buddhist,74.0,0.014219120489752626
Sarvagnanagar,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Saundatti yellamma,2011,Census 2011 (Proxy Matched),Buddhist,36.0,0.010200351912140969
Sedam,2011,Census 2011 (Proxy Matched),Buddhist,124.0,0.028365938912578006
Shahapur,2011,Census 2011 (Proxy Matched),Buddhist,4367.0,1.2009757412250668
Shanti Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Shiggaon,2011,Census 2011 (Proxy Matched),Buddhist,6.0,0.0031930179341173965
Shikaripura,2011,Census 2011 (Proxy Matched),Buddhist,19.0,0.007975519353227356
Shimoga,2011,Census 2011 (Proxy Matched),Buddhist,24.750000000000004,0.008870071197104808
Shimoga Rural (SC),2011,Census 2011 (Proxy Matched),Buddhist,20.25,0.008870071197104808
Shirahatti (SC),2011,Census 2011 (Proxy Matched),Buddhist,11.0,0.005481663834473686
Shivajinagar,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Shorapur (ST),2011,Census 2011 (Proxy Matched),Buddhist,3297.0,0.7996778974074137
Shrirangapattana,2011,Census 2011 (Proxy Matched),Buddhist,69.7,0.018991315900649536
Sidlaghatta,2011,Census 2011 (Proxy Matched),Buddhist,9.0,0.00420228884665848
Sindgi,2011,Census 2011 (Proxy Matched),Buddhist,65.0,0.016427623681051367
Sindhanur,2011,Census 2011 (Proxy Matched),Buddhist,43.199999999999996,0.018311291963377413
Sira,2011,Census 2011 (Proxy Matched),Buddhist,2.4,0.001274867891814711
Sirsi,2011,Census 2011 (Proxy Matched),Buddhist,7.699999999999999,0.005885248357480686
Siruguppa (ST),2011,Census 2011 (Proxy Matched),Buddhist,18.2,0.004830846066948094
Sorab,2011,Census 2011 (Proxy Matched),Buddhist,5.0,0.0024899282402681155
Sringeri,2011,Census 2011 (Proxy Matched),Buddhist,2.0,0.005473603546895098
Srinivaspur,2011,Census 2011 (Proxy Matched),Buddhist,10.0,0.004943055994938311
Sullia (SC),2011,Census 2011 (Proxy Matched),Buddhist,2.0,0.0013771543858924304
T.Narasipur (SC),2011,Census 2011 (Proxy Matched),Buddhist,340.0,0.11642440118478949
Tarikere,2011,Census 2011 (Proxy Matched),Buddhist,11.700000000000001,0.00799005681818182
Terdal,2011,Census 2011 (Proxy Matched),Buddhist,195.0,0.0414738310760226
Tiptur,2011,Census 2011 (Proxy Matched),Buddhist,20.8,0.014365945526130307
Tirthahalli,2011,Census 2011 (Proxy Matched),Buddhist,14.0,0.009858738363167753
Tumkur City,2011,Census 2011 (Proxy Matched),Buddhist,56.0,0.018906240240919518
Tumkur Rural,2011,Census 2011 (Proxy Matched),Buddhist,56.0,0.018906240240919518
Turuvekere,2011,Census 2011 (Proxy Matched),Buddhist,15.2,0.006154938842381532
Udupi,2011,Census 2011 (Proxy Matched),Buddhist,66.0,0.021321999506040343
Vijay Nagar,2011,Census 2011 (Proxy Matched),Buddhist,28.0,0.013640305153112426
Virajpet,2011,Census 2011 (Proxy Matched),Buddhist,58.05,0.022779610894422483
Yadgir,2011,Census 2011 (Proxy Matched),Buddhist,306.0,0.07681513408759436
Yelahanka,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Yelandur,2011,Census 2011 (Proxy Matched),Buddhist,33.0,0.04021006713862726
Yelburga,2011,Census 2011 (Proxy Matched),Buddhist,6.0,0.002243477090359779
Yellapur,2011,Census 2011 (Proxy Matched),Buddhist,9.45,0.00535382403255125
Yemkanmardi (ST),2011,Census 2011 (Proxy Matched),Buddhist,23.7,0.011200089600716804
Yeshvanthapura,2011,Census 2011 (Proxy Matched),Buddhist,106.0,0.030077748141422164
Afzalpur,2011,Census 2011 (Proxy Matched),Jain,331.0,0.1502230653674565
Aland,2011,Census 2011 (Proxy Matched),Jain,1387.0,0.4053102362020648
Aland (SC),2011,Census 2011 (Proxy Matched),Jain,1387.0,0.4053102362020648
Alur,2011,Census 2011 (Proxy Matched),Jain,18.0,0.02111313119465134
